Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
4.222888888888889,0.2289999999999999,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111
3.6322,0.0800333333333333,234.58016666666663,15.6,0.0,6.716666666666667,16.866666666666667
3.400233333333333,0.0852333333333333,233.2325,14.503333333333334,0.0,1.4333333333333331,16.683333333333334
3.2685666666666666,0.0751,234.0715,13.916666666666666,0.0,0.0,16.783333333333335
3.0564666666666667,0.0766666666666666,237.15866666666668,13.046666666666663,0.0,0.4166666666666667,17.216666666666665
2.200133333333333,0.0561666666666666,238.76,9.523333333333332,0.0,0.1333333333333333,4.433333333333334
2.0616,0.0714333333333333,240.61966666666663,8.896666666666667,0.0,0.0833333333333333,0.0
1.8824666666666665,0.1024333333333333,240.9618333333333,8.126666666666667,0.0,0.4666666666666667,0.0
3.3494,0.1369333333333333,240.44833333333327,14.246666666666666,0.0,25.23333333333333,0.0
1.5872666666666668,0.0782333333333333,245.81866666666667,6.87,0.0,0.5666666666666667,0.0
1.6622,0.0795333333333333,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0
2.2157666666666667,0.0934666666666666,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333
1.9967333333333332,0.0602333333333333,243.71016666666668,8.566666666666666,0.0,0.1666666666666666,4.65
1.3033,0.0948333333333333,244.1415,5.53,0.0,0.7166666666666667,0.0
1.6200333333333332,0.0598,241.84566666666663,6.803333333333333,0.0,0.1666666666666666,0.0
1.8905666666666667,0.1185666666666666,241.3115,8.05,0.0,0.75,0.0
2.5490666666666666,0.0792333333333333,238.8478333333333,10.973333333333333,0.0,7.316666666666666,0.0
3.6289,0.1946,235.441,15.533333333333331,8.883333333333333,22.35,16.15
2.471,0.2007,236.92466666666667,10.493333333333334,9.45,5.016666666666667,17.183333333333334
1.9158666666666664,0.2940333333333333,237.78466666666665,8.136666666666667,0.0,0.5333333333333333,17.316666666666666
1.6607666666666667,0.1715333333333333,239.92066666666668,6.923333333333333,0.0,0.05,17.616666666666667
2.092633333333333,0.2574,244.04566666666668,8.6,0.0,0.3333333333333333,18.23333333333333
2.9854,0.0886,240.48083333333332,12.426666666666668,6.966666666666667,0.2,17.7
3.3260333333333336,0.0931333333333333,236.7818333333333,14.006666666666666,8.583333333333334,0.0666666666666666,17.166666666666668
3.406766666666667,0.1666333333333333,234.22983333333332,14.51,0.0,0.4666666666666667,16.816666666666666
3.6971,0.1350666666666666,234.37233333333333,15.75,0.0,0.0,16.833333333333332
2.9084,0.2651666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334
3.3615,0.2714999999999999,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667
3.040766666666667,0.2679666666666666,239.10416666666663,12.716666666666669,0.0,1.2,17.5
1.518,0.2353666666666666,242.19233333333327,6.383333333333334,0.0,0.4166666666666667,2.5
0.4377333333333333,0.2218,245.734,1.9966666666666664,0.0,0.8,0.0
0.2763666666666667,0.0990666666666666,244.6075,1.2233333333333334,0.0,0.0333333333333333,0.0
0.3132999999999999,0.1519,243.5193333333333,1.4166666666666667,0.0,0.5833333333333334,0.0
0.2844666666666667,0.1090666666666666,246.891,1.2566666666666666,0.0,0.0,0.0
0.3099333333333333,0.1477666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0
1.026333333333333,0.08,245.507,4.176666666666667,0.0,0.0666666666666666,12.55
0.2935,0.1219333333333333,245.2531666666667,1.2933333333333332,0.0,0.4666666666666667,0.0
0.61,0.1129,245.70433333333327,2.6,0.0,0.0833333333333333,0.0
2.4504333333333337,0.153,240.96233333333333,10.22,0.0833333333333333,0.45,11.3
2.082133333333333,0.0737333333333333,237.8803333333333,8.726666666666667,12.466666666666669,0.0333333333333333,17.35
1.6293333333333335,0.0851666666666666,237.40466666666669,6.816666666666666,5.166666666666667,0.4833333333333333,17.266666666666666
1.3096333333333334,0.0528333333333333,239.0805,5.426666666666667,0.0,0.0,17.5
1.5619333333333332,0.1273333333333333,239.771,6.47,0.0,0.5166666666666667,17.6
1.7560666666666669,0.0873,242.58,7.246666666666667,0.0,0.0,18.016666666666666
1.6820666666666668,0.1265,241.95416666666668,6.94,0.0,0.5333333333333333,17.366666666666667
1.7330333333333334,0.0493,242.1965,7.096666666666667,0.0,0.0,17.383333333333333
1.7842999999999998,0.1040666666666666,242.4235,7.31,0.0,0.5166666666666667,17.983333333333334
1.9493,0.2044333333333333,242.38066666666663,8.096666666666668,0.0,0.0,17.983333333333334
2.1549,0.0978,238.72916666666663,8.993333333333334,0.0,0.3333333333333333,17.45
2.402533333333333,0.0791,236.6685,10.083333333333334,0.0,0.25,16.916666666666668
2.6145,0.2007666666666666,235.32916666666668,11.19,0.0,9.1,0.0
3.050566666666666,0.1203666666666666,234.52433333333332,13.046666666666663,0.0,0.5,13.25
2.1697333333333333,0.0717333333333333,237.5908333333333,9.24,0.0,0.0,3.716666666666667
1.7388,0.1079666666666666,240.2115,7.25,0.0,8.85,0.0
1.5472666666666666,0.1325,242.6593333333333,6.6,0.0,20.316666666666663,0.0
0.8371333333333334,0.0928333333333333,242.07116666666667,3.543333333333333,0.0,0.9666666666666668,8.15
0.3530333333333333,0.0758666666666666,241.8083333333333,1.57,0.0,0.25,0.7333333333333333
0.3272333333333333,0.1057333333333333,245.7795,1.4633333333333334,0.0,0.6333333333333333,0.0
0.3083,0.073,244.46316666666664,1.3633333333333333,0.0,0.1666666666666666,0.0
0.3278333333333333,0.1024666666666666,244.1865,1.5,0.0,0.7166666666666667,0.0
0.3066666666666666,0.0708666666666666,243.0758333333333,1.38,0.0,0.1666666666666666,0.0
0.7963333333333333,0.1067999999999999,242.02966666666669,3.466666666666667,0.0,0.6833333333333333,0.0
1.7856333333333334,0.0844333333333333,239.42616666666663,7.543333333333334,0.0,0.0,7.4
3.879033333333333,0.1224333333333333,236.14633333333333,16.54,9.35,26.183333333333334,17.1
1.6177666666666668,0.0874666666666666,239.57233333333332,6.963333333333334,4.633333333333334,14.366666666666667,3.2666666666666666
0.4371333333333334,0.1257666666666666,242.30566666666667,1.9433333333333327,0.0,1.4166666666666667,0.0
2.321633333333333,0.0845333333333333,240.325,9.863333333333332,0.0,34.35,0.0
0.4306666666666666,0.1326999999999999,242.9586666666667,1.9233333333333331,0.0,2.9166666666666665,0.0
0.3004666666666666,0.0817666666666666,243.6025,1.2933333333333332,0.0,0.6166666666666667,0.0
0.3021333333333333,0.1188666666666666,246.94583333333333,1.3333333333333333,0.0,0.75,0.0
0.4213666666666666,0.0808666666666666,241.74066666666667,1.8066666666666669,0.0,0.1666666666666666,2.216666666666667
1.3721333333333334,0.0916666666666666,242.71433333333331,5.613333333333333,0.0,0.7166666666666667,18.03333333333333
2.1115,0.1444333333333333,238.60666666666663,8.843333333333334,0.0,0.1666666666666666,17.433333333333334
2.2047000000000003,0.1033,237.6405,9.256666666666666,0.0,0.7333333333333333,17.3
1.8421,0.0729333333333333,241.08,7.603333333333333,0.0,0.05,11.65
2.940533333333333,0.2373666666666666,241.32816666666668,12.48,0.0,26.9,0.0
1.4428666666666667,0.1065,240.87,6.343333333333334,0.0,12.45,0.0
0.7200000000000001,0.146,242.67933333333332,3.0133333333333336,0.0,1.1666666666666667,0.0
0.3837,0.0670999999999999,246.62716666666665,1.5833333333333333,0.0,0.1666666666666666,0.0
0.4598333333333333,0.146,245.81133333333332,1.9866666666666668,0.0,0.7166666666666667,0.0
0.2586666666666666,0.0566666666666666,243.80533333333327,1.1133333333333333,0.0,0.1666666666666666,0.0
0.7843666666666667,0.1236,245.5675,3.243333333333333,0.0,0.7,7.933333333333334
0.3100333333333333,0.0684666666666666,246.1508333333333,1.3433333333333333,0.0,0.1666666666666666,0.7
